SAMLEX_ID	SAMLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT	DEFINICIÓ	NOTES
249	unitat d'hospitalització de salut mental ||| unitat hospitalària de salut mental ||| unitat d'hospitalització ||| unitat hospitalària	ca	01012021		unitat d'hospitalització de salut mental ||| unitat hospitalària de salut mental ||| unitat d'hospitalització ||| unitat hospitalària			unitat d'hospitalització de salut mental	unitat hospitalària de salut mental ||| unitat d'hospitalització ||| unitat hospitalària	Conjunt d'instal·lacions d'un hospital dedicades a l'atenció especialitzada a persones amb problemes de salut mental.	NOTA: 1. Les unitats d'hospitalització de salut mental poden ser específiques per al tractament de problemes de salut mental concrets o l'atenció a persones que es trobin en una situació determinada. Per exemple, hi ha les unitats d'alta dependència psiquiàtrica, les unitats d'hospitalització especialitzada per a persones amb discapacitat intel·lectual, les unitats d'hospitalització psiquiàtrica penitenciària, les unitats hospitalàries de desintoxicació o les unitats de patologia dual. La xarxa sanitària també compta amb altres unitats amb un grau elevat d'especialització, com ara unitats especialitzades per a l'atenció de joc patològic i altres addiccions comportamentals o unitats de referència de trastorns de l'alimentació. NOTA: 2. Segons les característiques i el pronòstic evolutiu dels problemes de salut mental que motiven un ingrés, les unitats d'hospitalització de salut mental es classifiquen en unitats d'hospitalització d'aguts, unitats d'hospitalització de subaguts, unitats d'hospitalització de mitjana i llarga estada, unitats de crisi d'adolescents i unitats de referència psiquiàtrica infantil i juvenil.
250	unitat d'hospitalització de subaguts ||| mitjana estada psiquiàtrica ||| unitat de subaguts	ca	01012021		unitat d'hospitalització de subaguts ||| mitjana estada psiquiàtrica ||| unitat de subaguts			unitat d'hospitalització de subaguts	mitjana estada psiquiàtrica ||| unitat de subaguts	Unitat d'hospitalització de salut mental en què s'ofereix atenció integral a persones amb un trastorn mental greu després d'una situació de crisi, amb possibilitat d'evolució crònica, amb l'objectiu d'estabilitzar-les i començar la rehabilitació.	NOTA: En la unitat d'hospitalització de subaguts, l'estada mitjana acostuma a ser de 90 dies.
251	unitat d'hospitalització especialitzada per a persones amb discapacitat intel·lectual ||| UHE-DI	ca	01012021		unitat d'hospitalització especialitzada per a persones amb discapacitat intel·lectual ||| UHE-DI			unitat d'hospitalització especialitzada per a persones amb discapacitat intel·lectual	UHE-DI	Unitat d'hospitalització de mitjana i llarga estada en què s'ofereix atenció especialitzada a persones amb discapacitat intel·lectual que, a més, presenten un trastorn mental greu o trastorns de conducta, els quals duen associat un risc alt de derivar en problemes físics, psicològics o socials.	
252	unitat d'hospitalització psiquiàtrica penitenciària ||| unitat de psiquiatria penitenciària ||| UHPP	ca	01012021		unitat d'hospitalització psiquiàtrica penitenciària ||| unitat de psiquiatria penitenciària ||| UHPP			unitat d'hospitalització psiquiàtrica penitenciària	unitat de psiquiatria penitenciària ||| UHPP	Unitat d'hospitalització de salut mental situada en un centre penitenciari, en què s'ofereix atenció integral a les persones internes que tenen un trastorn mental o un trastorn per ús de substàncies greu i que necessiten hospitalització.	NOTA: Les unitats d'hospitalització psiquiàtrica penitenciària poden disposar de serveis o unitats diferents, com ara servei d'urgències, unitat d'aguts o unitat de subaguts.
253	unitat de crisi ||| unitat de crisi d'addiccions	ca	01012021		unitat de crisi ||| unitat de crisi d'addiccions			unitat de crisi	unitat de crisi d'addiccions	Centre residencial de curta estada per a persones amb un trastorn per ús de substàncies que es troben en una situació de crisi associada al consum i produïda per factors mèdics, socials o psicològics desatesos, en què s'ofereix un ingrés ràpid i immediat amb l'objectiu d'estabilitzar-les.	
254	unitat de crisi d'adolescents ||| UCA	ca	01012021		unitat de crisi d'adolescents ||| UCA			unitat de crisi d'adolescents	UCA	Unitat d'hospitalització d'aguts per a joves de 12 a 18 anys amb trastorns mentals i especials problemes de conducta.	
255	unitat de patologia dual ||| UPD	ca	01012021		unitat de patologia dual ||| UPD			unitat de patologia dual	UPD	Unitat d'hospitalització de salut mental que funciona a la vegada com una unitat d'hospitalització d'aguts i una unitat d'hospitalització de subaguts en què s'ofereix atenció integral a persones amb un trastorn mental greu i, alhora, problemes d'abús o dependència de substàncies que necessiten tractament per a ambdues afeccions en un sol dispositiu durant un període de temps breu.	
256	unitat de referència psiquiàtrica infantil i juvenil ||| unitat de referència en psiquiatria infantil i juvenil ||| URPI	ca	01012021		unitat de referència psiquiàtrica infantil i juvenil ||| unitat de referència en psiquiatria infantil i juvenil ||| URPI			unitat de referència psiquiàtrica infantil i juvenil	unitat de referència en psiquiatria infantil i juvenil ||| URPI	Unitat d'hospitalització de salut mental en què s'ofereix atenció integral a joves menors de 18 anys amb un trastorn mental o un trastorn per ús de substàncies en situació de crisi o d'un episodi agut o que presenten un risc psicopatològic alt i que necessiten tractament psiquiàtric immediat i intensiu.	NOTA: En la unitat de referència psiquiàtrica infantil i juvenil, l'estada és curta.
257	unitat de suport a l'activitat professional ||| USAP	ca	01012021		unitat de suport a l'activitat professional ||| USAP			unitat de suport a l'activitat professional	USAP	Equip multidisciplinari que dona suport psicosocial a les persones que treballen en un centre especial de treball amb l'objectiu d'ajudar-les a desenvolupar les capacitats laborals i socials necessàries, adquirir autonomia i superar els obstacles al llarg del procés d'adaptació al lloc de treball de treball i a l'empresa.	NOTA: 1. La unitat de suport a l'activitat professional també ofereix acompanyament en el procés d'incorporació als enclavaments laborals i a les empreses de treball ordinari amb l'objectiu de facilitar una inserció laboral completa. NOTA: 2. La unitat de suport a l'activitat professional fomenta, així mateix, les relacions amb l'entorn familiar i social per afavorir el suport social de les persones amb trastorn mental i discapacitat. NOTA: 3. La unitat de suport a l'activitat professional compta, principalment, amb professionals de la psicologia, la teràpia ocupacional i el treball social i un equip de monitoratge especialitzat en cada ofici.
258	unitat funcional integrada	ca	01012021		unitat funcional integrada			unitat funcional integrada		Conjunt dels equips, centres, programes i professionals dels serveis sanitaris, els serveis socials i els serveis comunitaris, educatius i laborals d'un territori implicats en el procés assistencial d'una persona amb un problema de salut mental.	
259	unitat hospitalària de desintoxicació ||| unitat de desintoxicació ||| UHD	ca	01012021		unitat hospitalària de desintoxicació ||| unitat de desintoxicació ||| UHD			unitat hospitalària de desintoxicació	unitat de desintoxicació ||| UHD	Unitat d'hospitalització de salut mental en què s'ofereix atenció integral a persones amb trastorns per ús de substàncies que necessiten un tractament de desintoxicació i deshabituació intensiu durant un període de temps breu.	NOTA: 1. En la unitat hospitalària de desintoxicació, l'estada mitjana acostuma a ser de menys de 15 dies. NOTA: 2. Després d'una estada a la unitat hospitalària de desintoxicació, la persona atesa és derivada al centre d'atenció i seguiment d'addiccions.
260	vulnerabilitat	ca	01012021		vulnerabilitat			vulnerabilitat		Susceptibilitat a rebre un dany psíquic o a desenvolupar un trastorn mental determinat o una addicció, accentuada per la presència de condicionants i factors de risc.	NOTA: El grau de vulnerabilitat es pot veure condicionat pels determinants socials de la salut. En alguns casos, la vulnerabilitat pot ser congènita.
261	vulnerabilitat social	ca	01012021		vulnerabilitat social			vulnerabilitat social		Situació d'una persona que té una probabilitat alta de presentar problemes socials greus, com a conseqüència d'un cúmul de condicionants i factors de risc en el seu entorn social.	
262	xarxa de suport	ca	01012021		xarxa de suport			xarxa de suport		Conjunt de relacions socials d'una persona amb altres persones i grups del seu entorn, que actuen com un element de reforç i seguretat per a afrontar diferents situacions de la vida d'aquesta persona.	NOTA: 1. La xarxa de suport inclou les relacions familiars, les relacions d'amistat, les relacions laborals i l'ajuda professional. NOTA: 2. La xarxa de suport pot ser formal, quan la constitueixen institucions oficials o professionalitzades, o informal, quan la constitueixen persones a partir de l'activitat de voluntariat o de manera solidària i no organitzada. NOTA: 3. La xarxa de suport contribueix a la promoció de la salut mental i a la prevenció dels trastorns mentals i constitueix un element bàsic tant per a les persones amb un trastorn mental com per a les persones que, com a cuidadores, en tenen cura.
