ALELEX_ID	ALELEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
	al·lèrgia als antipalúdics a base de quina||| al·lèrgia als antimalàrics a base d'escorça d'arbre de la quina||| al·lèrgia als antimalàrics a base d'escorça de cincona||| al·lèrgia als antimalàrics a base de quina||| al·lèrgia als antipalúdics a base d'escorça d'arbre de la quina||| al·lèrgia als antipalúdics a base d'escorça de cincona	ca	01012021					al·lèrgia als antipalúdics a base de quina	al·lèrgia als antimalàrics a base d'escorça d'arbre de la quina||| al·lèrgia als antimalàrics a base d'escorça de cincona||| al·lèrgia als antimalàrics a base de quina||| al·lèrgia als antipalúdics a base d'escorça d'arbre de la quina||| al·lèrgia als antipalúdics a base d'escorça de cincona
	al·lèrgia als antipalúdics aminoquinolínics ||| al·lèrgia als antimalàrics a base d'aminoquinolines||| al·lèrgia als antimalàrics aminoquinolíncs||| al·lèrgia als antipalúdics a base d'aminoquinolines	ca	01012021					al·lèrgia als antipalúdics aminoquinolínics 	al·lèrgia als antimalàrics a base d'aminoquinolines||| al·lèrgia als antimalàrics aminoquinolíncs||| al·lèrgia als antipalúdics a base d'aminoquinolines
	al·lèrgia als antipalúdics biguanídics ||| al·lèrgia als antimalàrics a base de biguanida  ||| al·lèrgia als antimalàrics biguanídics||| al·lèrgia als antipalúdics a base de biguanida	ca	01012021					al·lèrgia als antipalúdics biguanídics 	al·lèrgia als antimalàrics a base de biguanida  ||| al·lèrgia als antimalàrics biguanídics||| al·lèrgia als antipalúdics a base de biguanida
	al·lèrgia als antiprotozoaris	ca	01012021					al·lèrgia als antiprotozoaris	
	al·lèrgia als antiprotozoaris antimonials ||| al·lèrgia als preparats antimonials	ca	01012021					al·lèrgia als antiprotozoaris antimonials 	al·lèrgia als preparats antimonials
	al·lèrgia als antiprotozoaris diamidínics ||| al·lèrgia als preparats diamidínics	ca	01012021					al·lèrgia als antiprotozoaris diamidínics 	al·lèrgia als preparats diamidínics
	al·lèrgia als antiprotozoaris dicloroacetamidínics ||| al·lèrgia als preparats dicloroacetamidínics	ca	01012021					al·lèrgia als antiprotozoaris dicloroacetamidínics 	al·lèrgia als preparats dicloroacetamidínics
	al·lèrgia als antiprotozoaris hidroxiquinolínics ||| al·lèrgia als preparats hidroxiquinolínics	ca	01012021					al·lèrgia als antiprotozoaris hidroxiquinolínics 	al·lèrgia als preparats hidroxiquinolínics
	al·lèrgia als antipsicòtics ||| al·lèrgia als neurolèptics	ca	01012021					al·lèrgia als antipsicòtics 	al·lèrgia als neurolèptics
	al·lèrgia als antisèrums	ca	01012021					al·lèrgia als antisèrums	
	al·lèrgia als antitiroidals	ca	01012021					al·lèrgia als antitiroidals	
	al·lèrgia als antitiroidals derivats de la tiourea ||| al·lèrgia als antitiroidals derivats de la tiocarbamida	ca	01012021					al·lèrgia als antitiroidals derivats de la tiourea 	al·lèrgia als antitiroidals derivats de la tiocarbamida
	al·lèrgia als antitiroidals derivats del tiouracil	ca	01012021					al·lèrgia als antitiroidals derivats del tiouracil	
	al·lèrgia als antituberculosos	ca	01012021					al·lèrgia als antituberculosos	
	al·lèrgia als antituberculosos hidrazídics ||| al·lèrgia als antituberculosos a base d'hidrazides	ca	01012021					al·lèrgia als antituberculosos hidrazídics 	al·lèrgia als antituberculosos a base d'hidrazides
	al·lèrgia als antitussígens ||| al·lèrgia als bèquics	ca	01012021					al·lèrgia als antitussígens 	al·lèrgia als bèquics
	al·lèrgia als antitussígens morfínics	ca	01012021					al·lèrgia als antitussígens morfínics	
	al·lèrgia als antivaricosos	ca	01012021					al·lèrgia als antivaricosos	
	al·lèrgia als antivírics ||| al·lèrgia als antivirals	ca	01012021					al·lèrgia als antivírics 	al·lèrgia als antivirals
	al·lèrgia als antraquinònics	ca	01012021					al·lèrgia als antraquinònics	
	al·lèrgia als astringents	ca	01012021					al·lèrgia als astringents	
	al·lèrgia als astringents alumínics ||| al·lèrgia als astringents a base d'alumini	ca	01012021					al·lèrgia als astringents alumínics 	al·lèrgia als astringents a base d'alumini
	al·lèrgia als azocolorants d'acridina desinfectants ||| al·lèrgia als colorants azo d'acridina desinfectants ||| al·lèrgia als colorants azoics d'acridina desinfectants	ca	01012021					al·lèrgia als azocolorants d'acridina desinfectants 	al·lèrgia als colorants azo d'acridina desinfectants ||| al·lèrgia als colorants azoics d'acridina desinfectants
	al·lèrgia als azocolorants del trifenilmetà desinfectants ||| al·lèrgia als colorants azo del trifenilmetà desinfectants ||| al·lèrgia als colorants azoics del trifenilmetà desinfectants	ca	01012021					al·lèrgia als azocolorants del trifenilmetà desinfectants 	al·lèrgia als colorants azo del trifenilmetà desinfectants ||| al·lèrgia als colorants azoics del trifenilmetà desinfectants
	al·lèrgia als bifosfonats	ca	01012021					al·lèrgia als bifosfonats	
	al·lèrgia als biocides	ca	01012021					al·lèrgia als biocides	
	al·lèrgia als blocadors de receptors adrenèrgics alfa||| al·lèrgia als blocadors ?||| al·lèrgia als blocadors alfa||| al·lèrgia als blocadors d'adrenoreceptors ?||| al·lèrgia als blocadors d'adrenoreceptors alfa||| al·lèrgia als blocadors de receptors adrenèrgics ?	ca	01012021					al·lèrgia als blocadors de receptors adrenèrgics alfa	al·lèrgia als blocadors ?||| al·lèrgia als blocadors alfa||| al·lèrgia als blocadors d'adrenoreceptors ?||| al·lèrgia als blocadors d'adrenoreceptors alfa||| al·lèrgia als blocadors de receptors adrenèrgics ?
	al·lèrgia als blocadors de receptors adrenèrgics beta ||| al·lèrgia als blocadors d'adrenoreceptors ß||| al·lèrgia als blocadors d'adrenoreceptors beta||| al·lèrgia als blocadors de receptors adrenèrgics ß||| al·lèrgia als blocadors de receptors adrenèrgics betaal·lèrgia als blocadors de receptors adrenèrgics beta	ca	01012021					al·lèrgia als blocadors de receptors adrenèrgics beta 	al·lèrgia als blocadors d'adrenoreceptors ß||| al·lèrgia als blocadors d'adrenoreceptors beta||| al·lèrgia als blocadors de receptors adrenèrgics ß||| al·lèrgia als blocadors de receptors adrenèrgics betaal·lèrgia als blocadors de receptors adrenèrgics beta
	al·lèrgia als blocadors de receptors adrenèrgics beta cardioselectius ||| al·lèrgia als blocadors ß cardioselectius||| al·lèrgia als blocadors beta cardioselectius||| al·lèrgia als blocadors d'adrenoreceptors ß cardioselectius||| al·lèrgia als blocadors d'adrenoreceptors beta cardioselectius||| al·lèrgia als blocadors de receptors adrenèrgics ß cardioselectius	ca	01012021					al·lèrgia als blocadors de receptors adrenèrgics beta cardioselectius 	al·lèrgia als blocadors ß cardioselectius||| al·lèrgia als blocadors beta cardioselectius||| al·lèrgia als blocadors d'adrenoreceptors ß cardioselectius||| al·lèrgia als blocadors d'adrenoreceptors beta cardioselectius||| al·lèrgia als blocadors de receptors adrenèrgics ß cardioselectius
	al·lèrgia als blocadors de receptors adrenèrgics beta no cardioselectius||| al·lèrgia als blocadors d'adrenoreceptors ß no cardioselectius  ||| al·lèrgia als blocadors d'adrenoreceptors beta no cardioselectius||| al·lèrgia als blocadors de receptors adrenèrgics ß no cardioselectius	ca	01012021					al·lèrgia als blocadors de receptors adrenèrgics beta no cardioselectius	al·lèrgia als blocadors d'adrenoreceptors ß no cardioselectius  ||| al·lèrgia als blocadors d'adrenoreceptors beta no cardioselectius||| al·lèrgia als blocadors de receptors adrenèrgics ß no cardioselectius
	al·lèrgia als blocadors dels canals de calci ||| al·lèrgia als blocadors dels canals de Ca2+	ca	01012021					al·lèrgia als blocadors dels canals de calci 	al·lèrgia als blocadors dels canals de Ca2+
	al·lèrgia als blocadors ganglionars ||| al·lèrgia als blocadors ganglioplègics	ca	01012021					al·lèrgia als blocadors ganglionars 	al·lèrgia als blocadors ganglioplègics
	al·lèrgia als blocadors neuromusculars||| al·lèrgia als blocadors de la transmissió neuromuscular ||| al·lèrgia als relaxants musculars	ca	01012021					al·lèrgia als blocadors neuromusculars	al·lèrgia als blocadors de la transmissió neuromuscular ||| al·lèrgia als relaxants musculars
	al·lèrgia als carbamats||| al·lèrgia als sedants derivats del carbamat	ca	01012021					al·lèrgia als carbamats	al·lèrgia als sedants derivats del carbamat
	al·lèrgia als cataplasmes ||| al·lèrgia als malagmes	ca	01012021					al·lèrgia als cataplasmes 	al·lèrgia als malagmes
	al·lèrgia als cicatritzants d'úlceres	ca	01012021					al·lèrgia als cicatritzants d'úlceres	
	al·lèrgia als citrats	ca	01012021					al·lèrgia als citrats	
	al·lèrgia als cítrics	ca	01012021					al·lèrgia als cítrics	
	al·lèrgia als colorants ||| al·lèrgia a les tintures ||| al·lèrgia als tints	ca	01012021					al·lèrgia als colorants 	al·lèrgia a les tintures ||| al·lèrgia als tints
	al·lèrgia als complexos de brom ||| al·lèrgia als compostos de brom	ca	01012021					al·lèrgia als complexos de brom 	al·lèrgia als compostos de brom
	al·lèrgia als complexos de ferro-polisacàrid	ca	01012021					al·lèrgia als complexos de ferro-polisacàrid	
	al·lèrgia als compostos del iode	ca	01012021					al·lèrgia als compostos del iode	
	al·lèrgia als compostos perfluorats ||| al·lèrgia als productes químics perfluorats	ca	01012021					al·lèrgia als compostos perfluorats 	al·lèrgia als productes químics perfluorats
	al·lèrgia als conservants ||| al·lèrgia als conservadors||| al·lèrgia als conservadors d'aliments||| al·lèrgia als conservants d'aliments	ca	01012021					al·lèrgia als conservants 	al·lèrgia als conservadors||| al·lèrgia als conservadors d'aliments||| al·lèrgia als conservants d'aliments
	al·lèrgia als contrastos||| al·lèrgia a les solucions de contrast ||| al·lèrgia als medis de contrast	ca	01012021					al·lèrgia als contrastos	al·lèrgia a les solucions de contrast ||| al·lèrgia als medis de contrast
	"al·lèrgia als contrastos de la imatgeria per ressonància magnètica||| al·lèrgia a les solucions de contrast de la imatgeria per ressonància magnètica||| al·lèrgia a les solucions de contrast emprades en imatgeria per ressonància magnètica||| al·lèrgia als contrastos emprats en imatgeria per ressonància magnètica||| 
al·lèrgia als medis de contrast de la imatgeria per ressonància magnètica||| al·lèrgia als medis de contrast emprats en imatgeria per ressonància magnètica"	ca	01012021					al·lèrgia als contrastos de la imatgeria per ressonància magnètica	"al·lèrgia a les solucions de contrast de la imatgeria per ressonància magnètica||| al·lèrgia a les solucions de contrast emprades en imatgeria per ressonància magnètica||| al·lèrgia als contrastos emprats en imatgeria per ressonància magnètica||| 
al·lèrgia als medis de contrast de la imatgeria per ressonància magnètica||| al·lèrgia als medis de contrast emprats en imatgeria per ressonància magnètica"
	al·lèrgia als contrastos emprats en diagnòstic||| al·lèrgia a les solucions de contrast emprades en diagnòstic ||| al·lèrgia als medis de contrast emprats en diagnòstic	ca	01012021					al·lèrgia als contrastos emprats en diagnòstic	al·lèrgia a les solucions de contrast emprades en diagnòstic ||| al·lèrgia als medis de contrast emprats en diagnòstic
	al·lèrgia als contrastos radiològics||| al·lèrgia a les solucions de contrast emprades en radiodiagnòstic||| al·lèrgia als contrastos radiogràfics||| al·lèrgia als medis de contrast emprats en radiodiagnòstic||| al·lèrgia als medis de contrast radiogràfic	ca	01012021					al·lèrgia als contrastos radiològics	al·lèrgia a les solucions de contrast emprades en radiodiagnòstic||| al·lèrgia als contrastos radiogràfics||| al·lèrgia als medis de contrast emprats en radiodiagnòstic||| al·lèrgia als medis de contrast radiogràfic
	al·lèrgia als corticoesteroides ||| al·lèrgia als corticoesteroides  ||| al·lèrgia als corticoidesal·lèrgia als corticoides	ca	01012021					al·lèrgia als corticoesteroides 	al·lèrgia als corticoesteroides  ||| al·lèrgia als corticoidesal·lèrgia als corticoides
	al·lèrgia als corticoesteroides per via inhalatòria ||| al·lèrgia als corticoides per via inhalatòria	ca	01012021					al·lèrgia als corticoesteroides per via inhalatòria 	al·lèrgia als corticoides per via inhalatòria
	al·lèrgia als cosmètics	ca	01012021					al·lèrgia als cosmètics	
	al·lèrgia als crustacis	ca	01012021					al·lèrgia als crustacis	
	al·lèrgia als derivats de la clormetina ||| al·lèrgia als derivats de la mecloretamina||| al·lèrgia als derivats de la mostassa nitrogenada	ca	01012021					al·lèrgia als derivats de la clormetina 	al·lèrgia als derivats de la mecloretamina||| al·lèrgia als derivats de la mostassa nitrogenada
	al·lèrgia als derivats de la fenotiazina	ca	01012021					al·lèrgia als derivats de la fenotiazina	
	al·lèrgia als derivats de la sang ||| al·lèrgia als hemoderivats	ca	01012021					al·lèrgia als derivats de la sang 	al·lèrgia als hemoderivats
	al·lèrgia als descongestius	ca	01012021					al·lèrgia als descongestius	
	al·lèrgia als deshabituadors de l'alcohol	ca	01012021					al·lèrgia als deshabituadors de l'alcohol	
	al·lèrgia als desinfectants alcohòlics ||| al·lèrgia als desinfectants a base d'alcohol	ca	01012021					al·lèrgia als desinfectants alcohòlics 	al·lèrgia als desinfectants a base d'alcohol
	al·lèrgia als desinfectants aldehídics ||| al·lèrgia als desinfectants a base d'aldehids	ca	01012021					al·lèrgia als desinfectants aldehídics 	al·lèrgia als desinfectants a base d'aldehids
	al·lèrgia als desinfectants amidínics ||| al·lèrgia als desinfectants a base d'amidina	ca	01012021					al·lèrgia als desinfectants amidínics 	al·lèrgia als desinfectants a base d'amidina
	al·lèrgia als desinfectants biguanídics ||| al·lèrgia als desinfectants a base de biguanida	ca	01012021					al·lèrgia als desinfectants biguanídics 	al·lèrgia als desinfectants a base de biguanida
	al·lèrgia als desinfectants fenòlics clorats ||| al·lèrgia als desinfectants clorofenòlics	ca	01012021					al·lèrgia als desinfectants fenòlics clorats 	al·lèrgia als desinfectants clorofenòlics
	al·lèrgia als desinfectants i als productes de neteja	ca	01012021					al·lèrgia als desinfectants i als productes de neteja	
	al·lèrgia als dissolvents ||| al·lèrgia als solvents	ca	01012021					al·lèrgia als dissolvents 	al·lèrgia als solvents
	al·lèrgia als diürètics	ca	01012021					al·lèrgia als diürètics	
	al·lèrgia als diürètics antagonistes de l'aldosterona	ca	01012021					al·lèrgia als diürètics antagonistes de l'aldosterona	
	al·lèrgia als diürètics de nansa ||| al·lèrgia als diürètics de sostre alt	ca	01012021					al·lèrgia als diürètics de nansa 	al·lèrgia als diürètics de sostre alt
	al·lèrgia als diürètics estalviadors de potassi	ca	01012021					al·lèrgia als diürètics estalviadors de potassi	
	al·lèrgia als diürètics inhibidors de l'anhidrasa carbònica	ca	01012021					al·lèrgia als diürètics inhibidors de l'anhidrasa carbònica	
	al·lèrgia als diürètics mercurials	ca	01012021					al·lèrgia als diürètics mercurials	
	al·lèrgia als diürètics osmòtics	ca	01012021					al·lèrgia als diürètics osmòtics	
	al·lèrgia als diürètics sulfonamídics	ca	01012021					al·lèrgia als diürètics sulfonamídics	
	al·lèrgia als diürètics tiazídics	ca	01012021					al·lèrgia als diürètics tiazídics	
	al·lèrgia als dopaminèrgics emprats per al tractament del parkinsonisme||| al·lèrgia als dopaminèrgics emprats per al tractament antiparkinsonià||| al·lèrgia als dopaminèrgics emprats per al tractament de la síndrome parkinsoniana	ca	01012021					al·lèrgia als dopaminèrgics emprats per al tractament del parkinsonisme	al·lèrgia als dopaminèrgics emprats per al tractament antiparkinsonià||| al·lèrgia als dopaminèrgics emprats per al tractament de la síndrome parkinsoniana
	al·lèrgia als electròlits aniònics	ca	01012021					al·lèrgia als electròlits aniònics	
	al·lèrgia als electròlits o als micronutrients de l'alimentació parenteral	ca	01012021					al·lèrgia als electròlits o als micronutrients de l'alimentació parenteral	
	al·lèrgia als emol·lients	ca	01012021					al·lèrgia als emol·lients	
	al·lèrgia als enzims terapèutics	ca	01012021					al·lèrgia als enzims terapèutics	
	al·lèrgia als esquistosomes (Schistosoma) ||| al·lèrgia a les bilhàrzies (Schistosoma)	ca	01012021					al·lèrgia als esquistosomes (Schistosoma) 	al·lèrgia a les bilhàrzies (Schistosoma)
	al·lèrgia als estimulants adrenèrgics beta-1 selectius ||| al·lèrgia als agonistes ß1  selectius||| al·lèrgia als agonistes beta-1 selectius||| al·lèrgia als estimulants adrenèrgics ß1 selectius||| al·lèrgia als estimulants d'adrenoreceptors ß1 selectius||| al·lèrgia als estimulants d'adrenoreceptors beta-1 selectius||| al·lèrgia als estimulants de receptors adrenèrgics ß1 selectius ||| al·lèrgia als estimulants de receptors adrenèrgics beta-1 selectius	ca	01012021					al·lèrgia als estimulants adrenèrgics beta-1 selectius 	al·lèrgia als agonistes ß1  selectius||| al·lèrgia als agonistes beta-1 selectius||| al·lèrgia als estimulants adrenèrgics ß1 selectius||| al·lèrgia als estimulants d'adrenoreceptors ß1 selectius||| al·lèrgia als estimulants d'adrenoreceptors beta-1 selectius||| al·lèrgia als estimulants de receptors adrenèrgics ß1 selectius ||| al·lèrgia als estimulants de receptors adrenèrgics beta-1 selectius
